"MEASURE","Measure","PROP_TYPE","Property type","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q3","Sep-2019",-4.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q4","Dec-2019",2.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q1","Mar-2020",6.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q2","Jun-2020",6.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q3","Sep-2020",3.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q4","Dec-2020",1,,
"1","Index Number","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q1","Mar-2019",148.5,,
"1","Index Number","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q2","Jun-2019",149.9,,
"1","Index Number","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q3","Sep-2019",150,,
"1","Index Number","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q4","Dec-2019",155.2,,
"1","Index Number","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q1","Mar-2020",158.9,,
"1","Index Number","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q2","Jun-2020",158.2,"i","imputed"
"1","Index Number","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q3","Sep-2020",159.6,,
"1","Index Number","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q4","Dec-2020",164.5,,
"2","Percentage change from previous quarter","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",-0.2,,
"2","Percentage change from previous quarter","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",-0.7,,
"2","Percentage change from previous quarter","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2019-Q3","Sep-2019",-0.3,,
"2","Percentage change from previous quarter","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2019-Q4","Dec-2019",1.6,,
"2","Percentage change from previous quarter","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2020-Q1","Mar-2020",0.4,,
"2","Percentage change from previous quarter","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2020-Q2","Jun-2020",-1,,
"2","Percentage change from previous quarter","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2020-Q3","Sep-2020",1.9,,
"2","Percentage change from previous quarter","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2020-Q4","Dec-2020",2.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",-4.2,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",-5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q3","Sep-2019",-5.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q4","Dec-2019",-5.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q1","Mar-2020",-3.1,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q2","Jun-2020",-2.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q3","Sep-2020",-0.7,"i","imputed"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q4","Dec-2020",2.3,,
"1","Index Number","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",101.1,,
"1","Index Number","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",99.7,,
"1","Index Number","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q3","Sep-2019",98.5,,
"1","Index Number","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q4","Dec-2019",99.6,,
"1","Index Number","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q1","Mar-2020",100.2,,
"1","Index Number","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q2","Jun-2020",99.5,,
"1","Index Number","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q3","Sep-2020",100.9,,
"1","Index Number","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q4","Dec-2020",103.8,,
"2","Percentage change from previous quarter","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2019-Q1","Mar-2019",-0.2,,
"2","Percentage change from previous quarter","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2019-Q2","Jun-2019",0.3,,
"2","Percentage change from previous quarter","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2019-Q3","Sep-2019",1.5,,
"2","Percentage change from previous quarter","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2019-Q4","Dec-2019",2.6,,
"2","Percentage change from previous quarter","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2020-Q1","Mar-2020",2.4,,
"2","Percentage change from previous quarter","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2020-Q2","Jun-2020",-0.4,,
"2","Percentage change from previous quarter","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2020-Q3","Sep-2020",1.2,,
"2","Percentage change from previous quarter","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2020-Q4","Dec-2020",3.2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q1","Mar-2019",-7.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q2","Jun-2019",-7.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q3","Sep-2019",-3.9,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q4","Dec-2019",2.8,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q1","Mar-2020",8.1,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q2","Jun-2020",6.6,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q3","Sep-2020",5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q4","Dec-2020",4.3,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",-2,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",-1.5,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q3","Sep-2019",-0.6,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q4","Dec-2019",-0.8,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q1","Mar-2020",0.8,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q2","Jun-2020",-1.4,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q3","Sep-2020",1,"i","imputed"
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q4","Dec-2020",2.4,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",90.9,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",89.3,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q3","Sep-2019",88.2,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q4","Dec-2019",87.5,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q1","Mar-2020",88.1,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q2","Jun-2020",86.9,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q3","Sep-2020",87.6,"i","imputed"
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q4","Dec-2020",89.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q1","Mar-2019",-1.3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q2","Jun-2019",-2.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q3","Sep-2019",-2.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q4","Dec-2019",0.3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q1","Mar-2020",2.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q2","Jun-2020",2.3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q3","Sep-2020",3.1,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q4","Dec-2020",4,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q1","Mar-2019",145.6,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q2","Jun-2019",144.1,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q3","Sep-2019",148.2,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q4","Dec-2019",153.8,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q1","Mar-2020",155.1,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q2","Jun-2020",152.9,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q3","Sep-2020",153.2,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q4","Dec-2020",155.3,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q1","Mar-2019",-3,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q2","Jun-2019",-0.7,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q3","Sep-2019",2.4,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q4","Dec-2019",3.9,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q1","Mar-2020",1.6,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q2","Jun-2020",-1.8,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q3","Sep-2020",0.8,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q4","Dec-2020",3,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q1","Mar-2019",104.6,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q2","Jun-2019",103.3,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q3","Sep-2019",105.8,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q4","Dec-2019",108.7,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q1","Mar-2020",106.1,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q2","Jun-2020",106.8,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q3","Sep-2020",107.7,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q4","Dec-2020",111,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q1","Mar-2019",9.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q2","Jun-2019",6.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q3","Sep-2019",3.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q4","Dec-2019",3.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q1","Mar-2020",7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q2","Jun-2020",5.5,"i","imputed"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q3","Sep-2020",6.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q4","Dec-2020",6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",0.9,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q3","Sep-2019",-0.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q4","Dec-2019",0.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2020-Q1","Mar-2020",0.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2020-Q2","Jun-2020",0.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2020-Q3","Sep-2020",1.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2020-Q4","Dec-2020",3.3,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q1","Mar-2019",-0.9,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q2","Jun-2019",0.2,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q3","Sep-2019",-0.5,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q4","Dec-2019",3.1,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q1","Mar-2020",0.2,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q2","Jun-2020",0.8,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q3","Sep-2020",0.9,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q4","Dec-2020",3.4,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",-1.3,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",-1.1,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q3","Sep-2019",-1.7,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q4","Dec-2019",1.4,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q1","Mar-2020",0.8,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q2","Jun-2020",-0.3,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q3","Sep-2020",1.5,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q4","Dec-2020",3,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",-4.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",-0.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q3","Sep-2019",3.6,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q4","Dec-2019",4.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q1","Mar-2020",1.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q2","Jun-2020",-1,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q3","Sep-2020",-0.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q4","Dec-2020",2.5,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",146,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",144.5,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q3","Sep-2019",149.9,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q4","Dec-2019",158.2,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q1","Mar-2020",161.8,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q2","Jun-2020",157.3,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q3","Sep-2020",156.9,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q4","Dec-2020",162.7,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q1","Mar-2019",-1.6,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q2","Jun-2019",-0.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q3","Sep-2019",0.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q4","Dec-2019",0.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q1","Mar-2020",-1,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q2","Jun-2020",-0.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q3","Sep-2020",1.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q4","Dec-2020",1.6,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",110.5,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",110.5,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q3","Sep-2019",110.1,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q4","Dec-2019",110.8,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2020-Q1","Mar-2020",111.2,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2020-Q2","Jun-2020",111,,
